# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.3.2 (Nov 2020); http://hmmer.org/
# Copyright (C) 2020 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  petml/data/unsupervised/petase_hmm.txt
# target sequence database:        petml/data/tmp/sequences.fasta
# output directed to file:         ./petml_output/petase_hmmout/output.txt
# MSA of all hits saved to file:   ./petml_output/petase_hmmout/aln.sto
# per-seq hits tabular output:     ./petml_output/petase_hmmout/tab_output.txt
# show alignments in output:       no
# sequence reporting threshold:    score >= 0
# domain reporting threshold:      score >= 0
# sequence inclusion threshold:    score >= 0
# domain inclusion threshold:      score >= 0
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       current_petases_msa  [M=332]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence Description
   1 !  386.1   0.4  4.8e-117  4.8e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq231  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  386.1   0.5  4.9e-117  4.9e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq475  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  386.0   0.4  5.1e-117  5.1e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq285  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  386.0   0.4  5.2e-117  5.2e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq158  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.9   0.4  5.5e-117  5.5e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq160  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.9   0.4  5.6e-117  5.6e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq328  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.9   0.3  5.7e-117  5.7e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq488  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.9   0.0  5.4e-117  5.4e-117      32     302 ..       4     280 .]       1     280 [] 0.97

>> Seq90  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.8   0.4  5.8e-117  5.8e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq234  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.8   0.4  5.9e-117  5.9e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq42  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.8   0.3    6e-117    6e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq208  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.7   0.4  6.2e-117  6.2e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq408  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.7   0.0  6.4e-117  6.4e-117       4     302 ..       5     307 ..       2     308 .] 0.96

>> Seq406  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.5   0.4  7.1e-117  7.1e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq168  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.6   0.2    7e-117    7e-117      34     302 ..       4     265 ..       1     266 [] 0.98

>> Seq437  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.2   0.3    9e-117    9e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq145  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.2   0.4    9e-117    9e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq83  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.1   1.2  9.4e-117  9.4e-117      20     302 ..      18     296 ..       6     297 .] 0.94

>> Seq40  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.2   0.3  9.4e-117  9.4e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq379  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.2   0.0  9.3e-117  9.3e-117       4     302 ..       5     307 ..       2     308 .] 0.96

>> Seq402  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.1   0.4  9.9e-117  9.9e-117       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq441  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.0   0.4    1e-116    1e-116       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq18  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  385.0   0.3  1.1e-116  1.1e-116       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq428  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  384.6   0.3  1.4e-116  1.4e-116       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq500  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  384.6   0.0  1.4e-116  1.4e-116       4     302 ..       5     307 ..       2     308 .] 0.96

>> Seq80  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  384.3   0.0  1.7e-116  1.7e-116      35     302 ..      10     277 .]       1     277 [] 0.95

>> Seq356  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  383.2   0.2  3.7e-116  3.7e-116      37     302 ..       1     256 [.       1     257 [] 0.99

>> Seq4  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  382.7   0.4  5.1e-116  5.1e-116       6     290 ..       6     281 ..       2     293 .] 0.95

>> Seq297  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  382.5   1.0  6.2e-116  6.2e-116      20     302 ..      18     296 ..       6     297 .] 0.94

>> Seq224  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  381.5   0.0  1.2e-115  1.2e-115      40     302 ..       8     271 .]       1     271 [] 0.98

>> Seq405  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  379.3   0.6  5.8e-115  5.8e-115      26     302 ..      12     291 ..       2     292 .] 0.92

>> Seq396  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  379.1   4.1  6.7e-115  6.7e-115      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq73  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  379.1   0.0  6.7e-115  6.7e-115       4     302 ..       5     307 ..       2     308 .] 0.96

>> Seq242  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  377.9   4.1  1.5e-114  1.5e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq9  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  377.8   4.5  1.6e-114  1.6e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq110  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  377.2   4.3  2.5e-114  2.5e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq463  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  377.0   4.5  2.8e-114  2.8e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq226  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  377.0   4.4  2.8e-114  2.8e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq314  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  377.0   0.6  2.8e-114  2.8e-114       6     300 ..       6     288 ..       1     293 [] 0.95

>> Seq28  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.8   4.4  3.2e-114  3.2e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq253  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.8   4.2  3.2e-114  3.2e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq309  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.7   0.0  3.5e-114  3.5e-114      13     302 ..      12     303 ..       3     304 .] 0.95

>> Seq1  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.8   4.4  3.4e-114  3.4e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq238  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.7   3.6  3.6e-114  3.6e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq249  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.7   4.6  3.6e-114  3.6e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq113  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.6   4.3  3.9e-114  3.9e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq217  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.5   4.7  3.9e-114  3.9e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq391  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.2   4.7  4.9e-114  4.9e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq127  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.0   4.4  5.6e-114  5.6e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq339  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  376.0   4.2  5.8e-114  5.8e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq246  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.9   4.7  5.9e-114  5.9e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq424  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.7   4.3  7.2e-114  7.2e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq305  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.6   4.3  7.6e-114  7.6e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq264  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.6   4.7  7.8e-114  7.8e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq151  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.5   4.7  7.8e-114  7.8e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq240  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.5   4.1  7.9e-114  7.9e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq485  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.5   4.9  7.9e-114  7.9e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq98  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.5   5.0    8e-114    8e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq415  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.5   4.5  8.1e-114  8.1e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq417  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.5   4.1  8.3e-114  8.3e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq134  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.3   4.5  9.4e-114  9.4e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq213  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.2   4.2  9.7e-114  9.7e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq349  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.2   4.5  9.9e-114  9.9e-114      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq283  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.2   4.0    1e-113    1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq250  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.1   4.8  1.1e-113  1.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq16  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.1   4.4  1.1e-113  1.1e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq89  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.0   4.1  1.2e-113  1.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq321  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.0   4.1  1.2e-113  1.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq122  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  375.0   1.1  1.2e-113  1.2e-113      39     290 ..       1     245 [.       1     251 [] 0.97

>> Seq279  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.9   3.6  1.2e-113  1.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq20  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.9   3.9  1.2e-113  1.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq128  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.9   4.7  1.2e-113  1.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq479  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.9   4.5  1.2e-113  1.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq266  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.9   3.9  1.2e-113  1.2e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq270  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.9   3.8  1.3e-113  1.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq54  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.9   4.4  1.3e-113  1.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq114  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.8   3.9  1.3e-113  1.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq209  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.8   4.7  1.3e-113  1.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq477  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.8   3.8  1.3e-113  1.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq185  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.8   4.2  1.3e-113  1.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq407  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.8   4.4  1.3e-113  1.3e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq111  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.8   4.8  1.4e-113  1.4e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq193  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.7   4.9  1.4e-113  1.4e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq14  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.6   0.1  1.5e-113  1.5e-113      36     303 ..      18     289 ..      10     291 .] 0.97

>> Seq333  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.6   5.0  1.6e-113  1.6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq442  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.5   4.8  1.6e-113  1.6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq419  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.5   4.6  1.6e-113  1.6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq482  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.5   3.8  1.6e-113  1.6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq439  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.5   4.1  1.6e-113  1.6e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq188  
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !  374.5   4.2  1.7e-113  1.7e-113      16     300 ..      17     287 ..       2     290 .] 0.92

>> Seq99  
